CHROM	POS	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	S1	s20	S2	s3	s4	s5	s6	s7	s8	s9	
NC_031768.1	2486	54	44	51	34	47	57	45	47	40	45	46	53	35	44	45	36	41	56	53	45
NC_031768.1	2487	56	44	51	34	47	56	47	45	41	46	46	54	35	44	45	36	41	57	53	45
NC_031768.1	2488	56	44	51	35	47	56	47	44	41	45	46	55	34	43	45	37	41	58	54	45
NC_031768.1	2489	57	45	53	35	50	56	48	44	41	46	45	55	33	42	45	37	41	56	54	46
NC_031768.1	2490	57	46	54	36	50	55	48	44	42	45	47	55	33	42	45	36	41	57	54	46
NC_031768.1	2491	57	45	54	35	52	55	47	46	42	44	48	55	34	42	44	37	42	58	54	45
NC_031768.1	2492	58	44	56	35	52	55	45	46	41	45	46	55	34	42	45	37	43	58	53	44
NC_031768.1	2493	57	44	58	35	52	55	46	48	41	47	45	55	34	42	45	36	43	59	55	43
NC_031768.1	2494	57	45	59	36	52	55	47	47	41	48	44	55	35	41	46	36	42	62	54	44
NC_031768.1	2495	57	45	59	36	52	55	47	47	41	48	44	55	36	43	46	36	42	62	54	44
NC_031768.1	2496	57	45	59	36	52	55	46	47	41	48	44	54	38	43	46	36	42	62	54	42
NC_031768.1	2497	57	44	59	34	52	56	46	47	41	48	44	54	38	43	45	36	43	62	52	42
NC_031768.1	2498	57	43	60	34	52	56	46	47	41	48	44	55	39	43	44	37	43	62	52	41
NC_031768.1	2499	57	43	60	33	53	56	46	47	42	47	45	55	40	43	44	37	43	63	53	40
NC_031768.1	2500	57	42	59	34	52	56	46	48	41	47	45	55	39	43	43	37	41	62	53	40
NC_031768.1	2501	58	42	58	34	52	58	47	47	41	47	44	54	38	43	43	37	41	62	54	39
NC_031768.1	2502	57	41	58	32	52	57	49	47	41	46	44	53	38	43	42	37	42	62	56	39
NC_031768.1	2503	57	43	58	32	53	56	49	45	42	46	43	52	38	44	42	38	42	62	56	39
NC_031768.1	2504	57	43	58	31	53	56	49	46	43	46	44	52	38	43	41	37	43	63	55	38
NC_031768.1	2505	58	42	58	31	53	56	49	46	43	46	45	50	38	43	44	37	42	64	54	41
NC_031768.1	2506	58	43	57	31	53	54	49	46	43	45	46	50	38	40	44	37	42	64	56	42
NC_031768.1	2507	58	42	57	31	53	54	49	46	43	45	46	50	38	39	44	37	42	65	56	42
NC_031768.1	2508	58	43	56	30	53	54	50	46	44	47	46	51	38	38	44	37	42	66	56	43
NC_031768.1	2509	58	43	56	30	54	55	51	46	44	47	46	52	39	38	43	38	43	68	57	43
NC_031768.1	2510	58	44	56	30	52	55	53	49	45	47	47	53	39	38	43	38	44	69	58	43
NC_031768.1	2511	60	46	56	30	53	55	54	48	44	47	47	54	39	39	43	38	45	69	57	43
NC_031768.1	2512	60	46	57	30	54	56	54	48	44	47	47	54	39	39	42	38	44	69	57	43
NC_031768.1	2513	59	46	58	30	54	57	54	50	44	46	47	54	39	39	43	36	44	69	57	43
NC_031768.1	2514	58	46	58	29	53	57	53	50	44	47	47	52	39	39	42	36	44	70	57	43
NC_031768.1	2515	58	47	58	30	54	57	53	52	45	48	47	52	39	39	42	35	46	70	56	43
NC_031768.1	2516	57	48	57	30	54	57	53	52	46	49	47	52	39	40	43	35	45	70	56	43
NC_031768.1	2517	57	49	58	30	53	57	53	51	46	49	47	52	39	40	43	35	45	70	56	43
NC_031768.1	2518	57	47	58	31	54	56	53	50	46	49	47	52	39	40	43	35	45	69	54	44
NC_031768.1	2519	57	46	58	30	54	55	54	50	45	50	48	51	40	41	43	36	46	69	54	45
NC_031768.1	2520	57	46	59	32	54	55	55	50	46	49	48	50	40	41	43	36	46	69	52	45
NC_031768.1	2521	57	44	58	32	54	55	56	50	46	49	50	50	39	43	43	35	46	70	53	45
NC_031768.1	2522	57	42	56	31	54	55	57	48	47	50	53	49	39	43	45	35	46	70	53	46
NC_031768.1	2523	57	43	57	31	55	55	57	47	46	50	53	50	39	43	45	35	44	69	55	46
NC_031768.1	2524	57	43	57	31	53	58	58	47	47	51	53	50	39	43	46	35	45	67	55	46
NC_031768.1	2525	57	43	57	31	53	59	58	48	45	51	53	49	39	45	46	36	47	68	56	46
NC_031768.1	2526	57	44	58	32	53	58	57	47	45	51	53	48	39	45	45	37	47	69	55	45
NC_031768.1	2527	58	43	59	32	54	57	57	47	46	52	53	48	39	45	45	37	47	69	55	47
NC_031768.1	2528	58	43	58	33	54	58	57	47	47	52	53	47	37	44	45	37	48	69	56	47
NC_031768.1	2529	58	42	58	34	55	58	54	47	46	52	53	48	37	44	44	36	48	69	54	47
NC_031768.1	2530	57	42	58	34	55	58	54	47	46	52	50	48	37	44	45	37	49	69	54	47
NC_031768.1	2531	55	42	59	34	55	58	58	47	44	52	50	48	37	47	46	39	51	70	55	47
NC_031768.1	2532	54	43	60	34	54	58	58	47	44	52	51	48	37	47	46	40	54	70	56	49
NC_031768.1	2533	54	43	60	35	52	58	58	47	44	50	52	48	37	45	46	40	54	70	55	49
NC_031768.1	2534	52	44	60	34	52	59	58	47	44	50	52	48	37	45	46	40	54	70	56	49
NC_031768.1	2535	52	44	59	32	54	59	58	49	45	50	52	48	38	45	46	40	54	72	56	48
NC_031768.1	2536	52	42	59	32	54	59	58	48	44	50	52	48	37	45	46	40	53	71	57	47
NC_031768.1	2537	52	41	59	32	54	60	58	48	45	51	52	48	37	45	46	40	54	71	57	47
NC_031768.1	2538	51	41	59	34	54	60	58	48	45	52	52	49	37	44	46	40	55	72	59	48
NC_031768.1	2539	50	41	59	34	55	59	58	47	45	52	52	47	37	44	46	40	55	72	58	49
NC_031768.1	2540	49	42	58	34	55	57	58	47	43	53	51	47	37	46	46	40	55	72	58	46
NC_031768.1	2541	49	42	58	34	55	58	58	48	42	54	51	46	37	45	45	40	57	73	56	47
NC_031768.1	2542	49	42	58	34	55	57	57	48	42	54	50	47	37	45	45	40	57	74	57	47
NC_031768.1	2543	49	42	59	34	55	56	57	48	42	55	50	48	37	47	45	40	57	76	58	46
NC_031768.1	2544	49	42	59	33	55	56	57	49	43	55	50	47	36	46	44	39	56	73	55	46
NC_031768.1	2545	49	43	59	34	56	56	57	49	43	55	50	47	36	46	42	39	55	72	54	47
NC_031768.1	2546	48	43	59	34	57	57	58	49	43	55	49	47	36	47	42	39	56	69	52	46
NC_031768.1	2547	48	44	59	35	57	57	59	50	44	55	50	47	34	47	42	40	56	69	52	48
NC_031768.1	2548	48	44	59	35	57	57	59	51	44	55	51	47	34	47	42	40	56	69	49	48
NC_031768.1	2549	48	43	58	36	58	56	59	52	42	56	51	46	34	48	41	40	56	69	49	48
NC_031768.1	2550	48	44	58	36	58	56	58	52	41	55	52	46	33	48	41	41	55	69	49	47
NC_031768.1	2551	50	44	58	37	59	55	57	53	41	56	51	47	34	47	43	40	55	69	49	48
NC_031768.1	2552	50	44	57	36	59	56	57	53	41	55	51	47	34	46	43	40	55	69	49	48
NC_031768.1	2553	49	44	57	36	61	57	58	54	41	56	52	46	33	46	43	40	55	69	49	48
NC_031768.1	2554	48	44	57	38	61	57	59	54	41	55	51	46	33	47	42	39	54	69	48	48
NC_031768.1	2555	48	44	58	38	61	57	59	54	41	54	51	46	33	46	41	39	54	69	48	48
NC_031768.1	2556	48	45	58	38	61	57	59	54	41	54	52	46	33	46	43	39	55	69	49	49
NC_031768.1	2557	48	44	59	37	61	56	59	54	42	57	50	48	33	46	43	39	56	70	49	49
NC_031768.1	2558	48	44	58	37	62	56	59	54	42	57	50	47	34	46	44	39	55	69	49	51
NC_031768.1	2559	48	44	56	37	62	52	58	54	42	56	50	48	33	47	44	41	55	71	51	52
NC_031768.1	2560	48	44	56	37	60	53	58	54	42	56	50	49	33	47	43	41	55	71	51	52
NC_031768.1	2561	49	44	56	36	60	53	58	55	43	55	50	49	34	47	43	43	56	72	51	51
NC_031768.1	2562	49	46	55	35	60	52	58	55	43	53	50	49	34	47	42	42	55	71	52	51
NC_031768.1	2563	49	46	55	35	61	52	57	55	43	53	50	49	36	47	43	42	56	71	52	51
NC_031768.1	2564	49	45	57	35	60	50	57	50	44	53	50	50	35	47	43	41	56	70	52	51
NC_031768.1	2565	50	46	56	37	59	49	57	50	44	53	49	51	35	47	43	41	57	71	52	52
NC_031768.1	2566	51	45	56	37	58	49	56	52	44	53	49	49	36	47	41	42	56	70	52	52
NC_031768.1	2567	50	46	57	37	58	48	56	52	44	53	49	49	35	48	41	42	56	71	51	52
NC_031768.1	2568	50	46	57	38	58	48	55	51	43	53	49	49	35	48	41	42	56	71	50	52
NC_031768.1	2569	51	46	57	37	58	48	55	52	43	53	49	49	35	47	41	42	57	70	50	51
NC_031768.1	2570	51	45	57	37	59	48	56	53	43	52	49	50	34	47	41	42	57	69	51	51
NC_031768.1	2571	51	46	57	37	59	48	56	55	43	52	49	50	34	48	43	42	56	69	52	50
NC_031768.1	2572	51	46	57	37	58	48	57	55	43	51	48	51	33	47	43	42	56	69	52	49
NC_031768.1	2573	50	46	57	37	58	44	55	55	43	52	48	51	34	46	43	42	56	69	52	48
NC_031768.1	2574	49	46	55	37	58	44	55	55	42	53	48	51	34	46	41	42	56	68	51	48
NC_031768.1	2575	49	46	55	36	58	44	55	55	42	53	48	49	34	46	39	42	56	68	50	48
NC_031768.1	2576	49	46	55	37	58	44	56	55	44	51	47	49	34	46	39	42	57	68	50	48
NC_031768.1	2577	48	46	55	37	56	44	56	55	44	51	47	49	34	46	37	42	56	68	49	48
NC_031768.1	2578	46	46	54	37	54	44	54	56	44	50	47	48	33	45	37	42	57	67	49	48
NC_031768.1	2579	47	45	54	37	54	45	55	56	44	50	47	47	33	45	37	41	57	67	49	48
NC_031768.1	2580	46	45	54	37	53	45	56	56	44	50	47	47	34	44	37	40	58	67	49	49
NC_031768.1	2581	46	45	53	37	53	46	56	57	44	50	46	47	33	43	36	40	58	65	49	48
NC_031768.1	2582	46	45	52	37	52	45	56	56	43	50	45	47	33	44	36	40	55	65	49	47
NC_031768.1	2583	46	45	51	37	52	45	56	55	42	50	45	47	32	44	35	40	55	65	49	47
NC_031768.1	2584	45	44	53	40	52	44	58	55	43	50	46	47	32	46	36	40	56	67	49	47
NC_031768.1	2585	45	44	54	39	53	44	60	55	44	47	46	48	32	45	37	40	55	68	49	47
NC_031768.1	2586	44	44	54	39	52	44	59	54	44	47	46	48	32	45	36	40	55	67	48	46
NC_031768.1	2587	44	44	54	39	53	44	61	55	44	47	46	48	32	44	35	40	55	67	48	46
NC_031768.1	2588	45	44	54	40	53	46	61	55	44	47	48	49	33	43	35	40	56	68	47	46
NC_031768.1	2589	45	44	53	42	53	46	61	55	44	47	48	49	33	43	35	39	57	68	48	46
NC_031768.1	2590	45	44	53	42	53	47	60	56	46	47	48	48	34	43	36	38	57	67	47	46
NC_031768.1	2591	44	44	52	42	54	48	60	56	46	46	48	48	34	42	35	38	56	65	46	45
NC_031768.1	2592	44	44	52	42	54	49	60	56	44	46	48	48	35	42	35	39	56	64	46	46
NC_031768.1	2593	44	44	52	42	53	49	60	56	44	46	50	47	35	42	35	39	57	64	46	45
NC_031768.1	2594	44	45	52	42	52	48	60	55	44	45	49	48	35	43	36	39	57	64	47	45
NC_031768.1	2595	43	45	52	42	52	48	60	55	44	45	50	48	35	45	36	40	57	64	47	45
NC_031768.1	2596	43	45	52	42	52	47	60	55	43	45	50	47	35	45	35	40	58	64	47	45
NC_031768.1	2597	43	45	52	42	52	47	60	55	43	46	50	47	35	45	35	41	60	64	47	45
NC_031768.1	2598	44	45	52	42	52	47	60	54	43	46	51	46	34	45	35	41	60	64	47	45
NC_031768.1	2599	44	44	52	42	52	47	61	54	44	46	51	45	34	44	35	41	59	64	48	44
NC_031768.1	2600	43	44	53	42	52	46	61	54	44	45	51	45	35	42	35	41	59	64	49	44
NC_031768.1	2601	43	46	52	43	51	47	61	54	44	46	51	46	34	42	34	41	59	64	48	44
NC_031768.1	2602	42	48	54	43	51	46	60	53	44	47	51	45	34	42	34	38	60	63	48	45
NC_031768.1	2603	43	48	54	43	52	46	60	53	44	47	51	45	34	44	34	37	58	63	49	44
NC_031768.1	2604	43	48	53	43	51	48	60	53	44	47	50	44	34	44	33	36	57	64	49	44
NC_031768.1	2605	44	47	53	43	51	48	60	53	44	47	51	44	34	43	33	36	57	65	49	44
NC_031768.1	2606	44	46	52	43	51	47	61	54	43	48	51	44	33	44	33	36	57	64	50	45
NC_031768.1	2607	44	46	51	43	51	47	62	54	43	48	52	44	33	44	33	36	58	64	50	45
NC_031768.1	2608	44	46	51	43	53	48	62	54	42	49	51	44	33	44	33	36	58	63	50	46
NC_031768.1	2609	44	47	51	42	54	48	62	56	43	49	52	46	31	44	32	36	58	64	49	45
NC_031768.1	2610	45	47	51	42	54	49	61	56	43	49	53	45	31	44	32	36	58	64	49	45
NC_031768.1	2611	45	46	51	42	54	50	60	56	43	49	53	46	29	43	32	36	59	64	49	45
NC_031768.1	2612	45	46	51	44	56	50	60	56	43	49	51	45	31	43	32	35	59	62	50	46
NC_031768.1	2613	45	46	51	44	56	50	60	57	42	49	51	45	31	43	32	35	59	64	50	46
NC_031768.1	2614	45	46	50	43	56	49	59	56	43	48	51	45	31	43	33	34	59	61	50	45
NC_031768.1	2615	45	46	48	43	55	48	58	56	43	47	51	46	31	42	33	34	59	61	50	45
NC_031768.1	2616	43	46	48	43	57	48	58	56	44	47	52	46	30	42	33	34	59	62	50	45
NC_031768.1	2617	43	46	48	43	55	48	58	55	43	47	51	46	30	42	33	35	60	63	50	44
NC_031768.1	2618	41	46	47	42	54	46	59	55	42	47	51	46	29	43	33	36	60	63	50	44
NC_031768.1	2619	41	47	47	44	55	46	58	57	41	46	51	46	30	43	33	36	58	61	51	44
NC_031768.1	2620	40	46	47	45	55	45	57	57	41	48	51	46	31	42	34	36	60	61	51	44
NC_031768.1	2621	40	46	46	45	54	45	57	57	41	48	50	48	31	42	34	36	60	61	52	44
NC_031768.1	2622	41	46	42	46	54	45	57	57	41	50	50	48	31	43	33	36	60	61	52	44
NC_031768.1	2623	41	46	41	47	54	44	57	57	42	49	50	48	30	43	33	37	60	61	52	44
NC_031768.1	2624	41	46	41	48	55	44	56	57	43	48	50	46	30	43	33	37	59	62	52	44
NC_031768.1	2625	41	46	41	49	54	44	55	56	43	48	49	46	30	44	33	37	59	62	52	43
NC_031768.1	2626	42	46	41	48	54	43	55	57	44	48	49	46	30	45	33	37	60	59	53	43
NC_031768.1	2627	42	46	40	48	55	44	56	57	42	48	49	45	30	44	33	38	60	59	51	43
NC_031768.1	2628	43	46	40	48	55	44	57	55	41	46	48	45	30	43	33	37	59	59	53	44
NC_031768.1	2629	42	48	40	48	55	44	57	54	43	46	48	45	29	42	33	37	59	58	52	45
NC_031768.1	2630	42	48	40	48	55	44	57	55	42	46	48	44	29	42	33	37	59	59	52	45
NC_031768.1	2631	42	49	40	49	55	44	57	54	42	46	48	41	29	42	33	37	60	59	52	45
NC_031768.1	2632	41	48	40	48	55	44	57	55	43	46	47	41	29	42	33	37	60	59	52	45
NC_031768.1	2633	41	48	40	48	54	44	57	54	45	45	47	41	30	42	34	37	60	60	51	44
NC_031768.1	2634	41	48	39	49	54	44	55	55	45	45	47	41	31	42	35	37	60	60	51	45
NC_031768.1	2635	40	47	39	48	55	42	54	55	44	45	49	41	31	41	34	37	60	62	52	44
NC_031768.1	2636	40	46	39	49	55	42	54	55	44	45	48	41	31	42	34	37	60	61	53	43
NC_031768.1	2637	38	46	40	49	55	42	52	57	43	43	47	40	31	42	34	38	60	60	52	43
NC_031768.1	2638	38	46	39	48	55	42	53	58	43	42	47	40	31	42	34	37	60	59	52	44
NC_031768.1	2639	37	45	38	48	53	42	52	58	43	40	47	40	31	42	34	37	60	59	52	43
NC_031768.1	2640	37	45	37	47	54	42	52	58	43	41	46	40	31	42	35	37	60	59	51	43
NC_031768.1	2641	38	46	37	47	52	42	53	57	43	41	46	40	30	42	35	36	58	58	51	43
NC_031768.1	2642	37	47	34	49	52	42	55	58	44	40	46	40	30	42	35	37	58	58	52	42
NC_031768.1	2643	37	47	33	49	52	42	54	56	44	39	46	41	31	42	35	38	59	56	50	42
NC_031768.1	2644	37	46	32	50	52	43	53	58	44	38	46	41	30	42	34	38	60	53	50	41
NC_031768.1	2645	37	47	32	50	53	43	53	59	46	40	46	41	29	41	34	38	60	53	50	42
NC_031768.1	2646	37	48	33	50	53	45	53	60	46	40	47	41	29	42	34	39	60	55	50	43
NC_031768.1	2647	37	48	34	51	53	46	53	61	46	41	47	41	29	42	34	40	60	56	50	43
NC_031768.1	2648	37	48	33	51	53	46	53	61	46	41	48	41	28	42	35	39	60	56	50	43
NC_031768.1	2649	37	48	32	53	52	46	53	62	46	41	48	41	28	42	35	38	60	55	49	43
NC_031768.1	2650	37	48	32	52	53	46	53	61	47	41	49	41	28	43	35	38	61	55	50	43
NC_031768.1	2651	37	48	32	52	53	45	52	61	47	40	49	41	28	43	36	38	61	55	51	43
NC_031768.1	2652	37	48	32	53	55	45	51	61	47	41	49	43	28	43	37	38	60	55	48	44
NC_031768.1	2653	37	47	32	54	55	45	51	60	46	41	49	44	28	42	38	38	60	56	49	45
NC_031768.1	2654	37	47	33	55	55	45	51	59	45	41	48	44	28	42	38	38	59	55	50	45
NC_031768.1	2655	37	47	33	56	56	45	52	58	46	42	48	44	28	42	35	38	59	55	48	43
NC_031768.1	2656	38	46	33	56	56	45	50	57	46	43	47	43	30	42	36	39	60	55	47	42
NC_031768.1	2657	37	46	33	56	57	45	51	58	46	42	47	44	31	42	38	39	61	54	47	42
NC_031768.1	2658	38	45	34	57	58	46	50	58	45	41	47	43	31	42	38	39	61	54	47	41
NC_031768.1	2659	38	47	34	57	59	45	49	58	46	41	48	42	30	42	38	38	59	54	46	40
NC_031768.1	2660	39	45	34	56	57	45	47	55	45	43	47	41	29	42	39	38	59	55	46	40
NC_031768.1	2661	38	44	34	57	57	45	46	55	46	43	47	41	29	40	39	39	58	55	47	40
NC_031768.1	2662	39	44	33	58	56	45	46	56	46	44	47	41	29	42	40	39	58	56	48	40
NC_031768.1	2663	39	43	32	58	56	44	46	54	46	44	47	42	28	43	39	39	58	56	48	40
NC_031768.1	2664	39	44	32	58	56	46	46	53	46	44	46	43	29	43	39	39	59	57	48	40
NC_031768.1	2665	37	43	32	57	55	45	48	53	45	44	46	44	29	43	41	39	57	56	48	40
NC_031768.1	2666	37	43	32	57	55	46	48	53	44	44	46	44	30	41	41	39	56	55	48	41
NC_031768.1	2667	37	43	31	57	55	46	49	53	44	44	46	44	31	41	41	39	56	55	48	42
NC_031768.1	2668	39	44	33	56	54	46	49	53	44	43	46	45	32	40	41	39	56	55	48	41
NC_031768.1	2669	39	43	33	57	54	46	49	54	44	42	45	45	31	40	42	40	55	55	48	40
NC_031768.1	2670	40	43	32	55	55	47	48	54	43	42	45	46	31	40	42	40	55	55	48	40
NC_031768.1	2671	40	43	32	56	54	48	48	54	45	43	42	47	32	40	42	40	54	55	48	40
NC_031768.1	2672	40	43	32	58	55	50	47	55	44	42	42	48	32	40	41	40	54	56	48	39
NC_031768.1	2673	40	43	32	58	58	50	47	55	45	42	42	47	32	40	41	41	54	56	46	39
NC_031768.1	2674	40	43	33	58	59	49	48	56	43	41	43	47	33	42	41	41	54	56	46	39
NC_031768.1	2675	39	43	33	58	58	48	48	54	44	41	43	47	33	42	41	41	52	55	45	39
NC_031768.1	2676	38	42	33	57	58	47	48	54	45	41	42	47	34	42	41	40	52	54	46	39
NC_031768.1	2677	37	42	33	58	57	47	49	54	46	40	42	47	34	43	41	40	52	54	47	38
NC_031768.1	2678	37	42	33	57	57	46	49	54	44	40	43	48	35	43	41	40	51	53	46	38
NC_031768.1	2679	37	42	34	57	56	46	49	54	44	40	43	47	35	44	41	40	52	53	46	38
NC_031768.1	2680	37	42	35	57	56	45	49	54	45	40	43	47	35	44	40	39	51	53	46	38
NC_031768.1	2681	37	43	34	57	56	45	46	54	45	40	42	47	35	41	41	37	49	52	45	38
NC_031768.1	2682	37	42	33	57	57	45	46	53	45	40	41	48	35	42	41	36	46	52	44	37
NC_031768.1	2683	37	42	34	56	57	45	46	52	46	40	42	48	35	42	41	36	45	52	45	37
NC_031768.1	2684	39	41	32	57	58	45	47	52	46	40	42	49	35	42	41	36	45	54	44	38
NC_031768.1	2685	39	41	32	57	56	45	47	50	45	40	41	49	34	42	41	35	47	52	44	38
NC_031768.1	2686	41	42	32	57	56	45	48	51	47	40	42	49	34	42	42	35	47	52	43	38
NC_031768.1	2687	42	42	32	57	58	44	47	51	46	39	43	49	34	43	43	35	46	52	44	38
NC_031768.1	2688	42	42	32	55	58	44	47	50	46	39	43	49	35	45	43	35	45	51	42	38
NC_031768.1	2689	42	42	32	55	57	44	48	52	46	39	44	49	35	46	43	35	46	51	42	37
NC_031768.1	2690	42	41	33	55	57	45	48	52	46	38	45	49	35	45	43	35	46	51	42	38
NC_031768.1	2691	42	41	34	55	57	45	49	52	46	37	45	49	35	45	43	35	46	51	42	38
NC_031768.1	2692	42	41	34	55	57	45	49	52	46	37	46	48	36	45	43	35	47	51	41	38
NC_031768.1	2693	42	40	33	55	57	45	49	52	46	36	47	47	36	44	43	35	47	49	40	39
NC_031768.1	2694	42	40	33	55	57	45	49	51	45	36	46	47	37	44	43	35	47	49	40	39
NC_031768.1	2695	43	39	33	54	57	46	49	52	45	35	46	47	37	42	43	35	47	49	39	38
NC_031768.1	2696	43	39	33	54	56	45	46	52	45	36	46	47	37	41	43	35	46	49	39	38
NC_031768.1	2697	42	38	34	54	56	45	45	52	45	36	45	48	37	41	43	37	46	49	39	37
NC_031768.1	2698	42	38	35	54	56	45	45	52	45	36	44	48	39	41	43	37	47	49	38	37
NC_031768.1	2699	44	40	35	53	56	45	45	51	45	35	44	48	39	42	44	37	47	49	38	38
NC_031768.1	2700	44	39	36	53	56	45	46	51	46	36	43	48	40	42	45	36	47	49	38	38
NC_031768.1	2701	43	39	36	52	55	46	46	50	46	35	43	47	39	42	43	36	47	49	37	37
NC_031768.1	2702	43	40	37	52	55	46	46	50	46	35	43	46	39	42	43	36	48	49	37	37
NC_031768.1	2703	43	40	39	52	53	45	45	50	46	35	42	46	39	42	43	36	48	49	37	38
NC_031768.1	2704	43	40	40	50	53	45	44	51	46	35	42	47	40	41	44	36	48	52	38	38
NC_031768.1	2705	43	40	40	50	53	45	45	51	45	35	42	47	40	41	44	36	49	51	38	38
NC_031768.1	2706	44	39	39	50	53	46	46	51	45	35	41	47	40	42	42	36	48	51	37	38
NC_031768.1	2707	44	39	39	51	53	46	47	51	44	31	41	45	40	43	41	36	46	50	37	36
NC_031768.1	2708	44	39	39	51	52	46	49	51	44	31	41	45	39	43	40	36	46	50	39	36
NC_031768.1	2709	43	39	39	51	52	47	49	53	44	31	41	45	38	42	39	35	47	49	37	35
NC_031768.1	2710	43	39	40	51	51	48	49	53	44	32	40	44	38	42	40	37	47	49	37	34
NC_031768.1	2711	43	40	41	51	51	48	49	52	44	32	42	45	37	42	41	35	46	48	37	34
NC_031768.1	2712	42	38	42	52	52	48	51	54	44	32	42	45	36	44	41	35	46	48	36	34
NC_031768.1	2713	43	38	42	52	52	48	51	54	45	32	42	45	35	44	40	35	45	48	36	34
NC_031768.1	2714	43	38	40	52	52	49	50	54	45	32	42	43	35	43	40	35	45	49	36	35
NC_031768.1	2715	43	37	40	51	53	49	50	54	45	32	43	42	36	44	40	35	44	48	36	34
NC_031768.1	2716	43	38	41	52	54	49	50	52	45	32	43	42	36	45	40	35	45	50	36	34
NC_031768.1	2717	44	38	41	54	54	49	51	53	46	32	43	42	36	44	40	35	46	50	37	34
NC_031768.1	2718	44	38	43	53	54	49	51	54	46	32	43	42	36	44	40	35	47	50	37	34
NC_031768.1	2719	43	40	43	53	54	49	51	54	46	32	43	42	36	44	40	35	46	50	37	34
NC_031768.1	2720	44	40	43	53	53	49	51	51	46	32	44	41	37	44	40	35	47	50	37	34
NC_031768.1	2721	45	39	43	53	53	49	52	50	47	33	44	43	38	43	39	35	47	50	36	34
NC_031768.1	2722	45	41	43	54	54	49	52	52	47	33	44	42	39	45	39	36	47	50	36	34
NC_031768.1	2723	45	41	44	54	54	49	52	52	49	31	45	42	38	45	39	36	46	50	36	35
NC_031768.1	2724	45	41	44	55	54	50	52	53	49	30	45	42	38	45	39	36	46	51	37	35
NC_031768.1	2725	45	41	44	55	54	50	52	53	50	30	48	43	38	45	40	36	46	51	37	35
NC_031768.1	2726	47	43	43	56	54	50	51	54	48	30	49	43	38	45	40	36	46	51	39	35
NC_031768.1	2727	47	44	43	56	54	51	51	55	49	30	50	43	39	45	40	36	46	52	39	36
NC_031768.1	2728	47	44	43	56	54	51	51	55	49	31	50	43	39	45	40	37	45	53	39	36
NC_031768.1	2729	46	45	44	57	54	50	50	55	50	31	52	43	39	45	40	38	44	54	39	37
NC_031768.1	2730	47	45	44	57	54	51	49	56	50	31	52	42	38	45	40	38	44	54	39	37
NC_031768.1	2731	48	45	44	57	54	51	49	55	50	31	52	42	38	45	40	38	44	54	39	37
NC_031768.1	2732	48	46	43	57	54	51	49	55	50	31	52	43	38	44	40	38	44	55	41	37
NC_031768.1	2733	48	46	44	57	56	52	50	55	50	31	52	43	38	45	40	38	44	55	41	37
NC_031768.1	2734	48	46	42	57	56	52	49	56	49	31	51	43	38	43	39	38	43	53	41	37
NC_031768.1	2735	48	46	42	57	55	51	48	56	48	31	51	43	38	43	38	38	43	51	41	37
NC_031768.1	2736	49	47	43	57	55	51	49	58	48	31	52	43	38	43	40	38	44	52	41	37
NC_031768.1	2737	49	47	43	57	54	51	47	57	48	31	53	43	38	44	40	38	44	52	41	37
NC_031768.1	2738	48	47	43	56	54	49	47	58	48	31	51	43	38	45	39	38	45	51	41	38
NC_031768.1	2739	48	47	43	55	54	49	47	58	49	31	51	43	38	45	39	39	44	51	40	39
NC_031768.1	2740	48	48	43	55	53	50	47	58	49	31	51	43	37	45	38	39	45	51	40	39
NC_031768.1	2741	48	50	43	55	54	49	47	59	50	31	51	43	37	45	38	38	45	51	40	39
NC_031768.1	2742	48	49	43	56	53	48	47	58	51	31	51	43	37	45	38	37	45	52	40	38
NC_031768.1	2743	48	49	44	56	53	49	47	59	50	31	49	43	38	45	38	38	45	52	40	38
NC_031768.1	2744	48	48	44	56	53	50	48	59	50	31	50	42	38	44	37	38	45	52	41	38
NC_031768.1	2745	49	48	45	56	53	50	49	59	50	31	51	42	38	41	38	38	45	52	41	38
NC_031768.1	2746	50	49	45	55	53	50	49	59	50	31	52	43	38	41	38	38	44	52	42	38
NC_031768.1	2747	50	50	45	56	53	50	49	59	50	31	52	43	38	41	38	37	41	53	42	40
NC_031768.1	2748	50	50	45	56	53	50	49	59	50	31	52	44	38	42	39	37	41	53	42	42
NC_031768.1	2749	50	50	47	56	54	50	48	59	49	31	52	44	38	42	39	37	41	54	41	42
NC_031768.1	2750	50	50	46	57	55	49	48	60	49	31	52	43	37	42	39	37	41	54	40	42
NC_031768.1	2751	49	48	47	56	55	49	48	61	49	30	53	43	37	42	39	37	41	54	40	42
NC_031768.1	2752	49	46	46	58	56	49	48	62	51	29	54	43	37	43	40	37	40	54	41	41
NC_031768.1	2753	48	48	46	58	56	49	48	62	51	29	54	43	37	42	40	37	40	54	39	41
NC_031768.1	2754	48	48	47	58	57	47	48	62	51	29	54	43	38	42	40	36	41	53	39	41
NC_031768.1	2755	47	48	47	58	57	47	48	62	51	29	53	43	38	42	40	36	41	52	39	41
NC_031768.1	2756	47	47	47	58	57	47	47	62	51	28	54	43	38	42	40	36	41	52	37	40
NC_031768.1	2757	47	48	47	58	57	48	46	62	51	27	54	44	38	43	40	36	39	53	38	41
NC_031768.1	2758	47	48	49	58	55	47	49	64	52	27	55	44	39	43	40	36	39	53	38	40
